,MaxCurrent,EffCurrent,Time Period,PC screen1,PC screen2,Temperature sensor
1551,439.45,310.8,1.07,,,
1552,451.66,319.4,1.07,,,
1553,463.87,328.1,1.07,,,
1554,463.87,328.1,1.07,,,
1555,439.45,310.8,1.07,,,
1556,463.87,328.1,1.07,,,
1557,451.66,319.4,1.07,,,
1558,451.66,319.4,1.07,,,
1559,439.45,310.8,1.07,,,
1560,439.45,310.8,1.07,,,
1561,451.66,319.4,1.07,,,
1562,463.87,328.1,1.07,,,
1563,451.66,319.4,1.07,,,
1564,463.87,328.1,1.07,,,
1565,451.66,319.4,1.07,,,
1566,463.87,328.1,1.07,,,
1567,439.45,310.8,1.07,,,
1568,439.45,310.8,1.07,,,
1569,463.87,328.1,1.07,,,
1570,439.45,310.8,1.07,,,
1571,439.45,310.8,1.07,,,
1572,463.87,328.1,1.07,,,
1573,463.87,328.1,1.07,,,
1574,451.66,319.4,1.07,,,
1575,439.45,310.8,1.07,,,
1576,439.45,310.8,1.07,,,
1577,439.45,310.8,1.07,,,
1578,439.45,310.8,1.07,,,
1579,439.45,310.8,1.07,,,
1580,439.45,310.8,1.07,,,
1581,439.45,310.8,1.07,,,
1582,451.66,319.4,1.07,,,
1583,463.87,328.1,1.07,,,
1584,451.66,319.4,1.07,,,
1585,439.45,310.8,1.07,,,
1586,463.87,328.1,1.07,,,
1587,439.45,310.8,1.07,,,
1588,463.87,328.1,1.07,,,
1589,451.66,319.4,1.07,,,
1590,463.87,328.1,1.07,,,
1591,463.87,328.1,1.07,,,
1592,451.66,319.4,1.07,,,
1593,451.66,319.4,1.07,,,
1594,451.66,319.4,1.07,,,
1595,451.66,319.4,1.07,,,
1596,439.45,310.8,1.07,,,
1597,439.45,310.8,1.07,,,
1598,451.66,319.4,1.07,,,
1599,451.66,319.4,1.07,,,
1600,451.66,319.4,1.07,,,
1601,451.66,319.4,1.07,,,
1602,463.87,328.1,1.07,,,
1603,451.66,319.4,1.07,,,
1604,463.87,328.1,1.07,,,
1605,463.87,328.1,1.07,,,
1606,463.87,328.1,1.07,,,
1607,439.45,310.8,1.07,,,
1608,463.87,328.1,1.07,,,
1609,463.87,328.1,1.07,,,
1610,451.66,319.4,1.07,,,
1611,439.45,310.8,1.07,,,
1612,451.66,319.4,1.07,,,
1613,427.25,302.2,1.07,,,
1614,451.66,319.4,1.07,,,
1615,463.87,328.1,1.07,,,
1616,451.66,319.4,1.07,,,
1617,439.45,310.8,1.07,,,
1618,427.25,302.2,1.07,,,
1619,439.45,310.8,1.07,,,
1620,451.66,319.4,1.07,,,
1621,439.45,310.8,1.07,,,
1622,463.87,328.1,1.07,,,
1623,451.66,319.4,1.07,,,
1624,451.66,319.4,1.07,,,
1625,427.25,302.2,1.07,,,
1626,439.45,310.8,1.07,,,
1627,439.45,310.8,1.07,,,
1628,451.66,319.4,1.07,,,
1629,451.66,319.4,1.07,,,
1630,451.66,319.4,1.07,,,
1631,427.25,302.2,1.07,,,
1632,439.45,310.8,1.07,,,
1633,439.45,310.8,1.07,,,
1634,463.87,328.1,1.07,,,
1635,463.87,328.1,1.07,,,
1636,451.66,319.4,1.07,,,
1637,451.66,319.4,1.07,,,
1638,463.87,328.1,1.07,,,
1639,451.66,319.4,1.07,,,
1640,451.66,319.4,1.07,,,
1641,439.45,310.8,1.07,,,
1642,439.45,310.8,1.07,,,
1643,427.25,302.2,1.07,,,
1644,439.45,310.8,1.07,,,
1645,451.66,319.4,1.07,,,
1646,476.07,336.7,1.07,,,
1647,451.66,319.4,1.07,,,
1648,463.87,328.1,1.07,,,
1649,439.45,310.8,1.07,,,
1650,451.66,319.4,1.07,,,
1651,463.87,328.1,1.07,,,
1652,451.66,319.4,1.07,,,
1653,476.07,336.7,1.07,,,
1654,451.66,319.4,1.07,,,
1655,476.07,336.7,1.07,,,
1656,451.66,319.4,1.07,,,
1657,476.07,336.7,1.07,,,
1658,463.87,328.1,1.07,,,
1659,463.87,328.1,1.07,,,
1660,439.45,310.8,1.07,,,
1661,439.45,310.8,1.07,,,
1662,463.87,328.1,1.07,,,
1663,451.66,319.4,1.07,,,
1664,451.66,319.4,1.07,,,
1665,451.66,319.4,1.07,,,
1666,451.66,319.4,1.07,,,
1667,451.66,319.4,1.07,,,
1668,439.45,310.8,1.07,,,
1669,439.45,310.8,1.07,,,
1670,451.66,319.4,1.07,,,
1671,463.87,328.1,1.07,,,
1672,463.87,328.1,1.07,,,
1673,451.66,319.4,1.07,,,
1674,451.66,319.4,1.07,,,
1675,439.45,310.8,1.07,,,
1676,451.66,319.4,1.07,,,
1677,439.45,310.8,1.07,,,
1678,451.66,319.4,1.07,,,
1679,463.87,328.1,1.07,,,
1680,439.45,310.8,1.07,,,
1681,451.66,319.4,1.07,,,
1682,451.66,319.4,1.07,,,
1683,451.66,319.4,1.07,,,
1684,451.66,319.4,1.07,,,
1685,451.66,319.4,1.07,,,
1686,463.87,328.1,1.07,,,
1687,451.66,319.4,1.07,,,
1688,439.45,310.8,1.07,,,
1689,451.66,319.4,1.07,,,
1690,439.45,310.8,1.07,,,
1691,439.45,310.8,1.07,,,
1692,439.45,310.8,1.07,,,
1693,451.66,319.4,1.07,,,
1694,451.66,319.4,1.07,,,
1695,488.28,345.3,1.07,,,
1696,451.66,319.4,1.07,,,
1697,476.07,336.7,1.07,,,
1698,463.87,328.1,1.07,,,
1699,451.66,319.4,1.07,,,
1700,463.87,328.1,1.07,,,
1701,439.45,310.8,1.07,,,
1702,439.45,310.8,1.07,,,
1703,451.66,319.4,1.07,,,
1704,451.66,319.4,1.07,,,
1705,451.66,319.4,1.07,,,
1706,439.45,310.8,1.07,,,
1707,439.45,310.8,1.07,,,
1708,463.87,328.1,1.07,,,
1709,451.66,319.4,1.07,,,
1710,463.87,328.1,1.07,,,
1711,451.66,319.4,1.07,,,
1712,439.45,310.8,1.07,,,
1713,451.66,319.4,1.07,,,
1714,463.87,328.1,1.07,,,
1715,463.87,328.1,1.07,,,
1716,476.07,336.7,1.07,,,
1717,451.66,319.4,1.07,,,
1718,439.45,310.8,1.07,,,
1719,451.66,319.4,1.07,,,
1720,451.66,319.4,1.07,,,
1721,463.87,328.1,1.07,,,
1722,463.87,328.1,1.07,,,
1723,463.87,328.1,1.07,,,
1724,476.07,336.7,1.07,,,
1725,451.66,319.4,1.07,,,
1726,451.66,319.4,1.07,,,
1727,476.07,336.7,1.07,,,
1728,451.66,319.4,1.07,,,
1729,463.87,328.1,1.07,,,
1730,451.66,319.4,1.07,,,
1731,451.66,319.4,1.07,,,
1732,439.45,310.8,1.07,,,
1733,451.66,319.4,1.07,,,
1734,439.45,310.8,1.07,,,
1735,451.66,319.4,1.07,,,
1736,451.66,319.4,1.07,,,
1737,439.45,310.8,1.07,,,
1738,439.45,310.8,1.07,,,
1739,439.45,310.8,1.07,,,
1740,439.45,310.8,1.07,,,
1741,439.45,310.8,1.07,,,
1742,439.45,310.8,1.07,,,
1743,439.45,310.8,1.07,,,
1744,476.07,336.7,1.07,,,
1745,463.87,328.1,1.07,,,
1746,451.66,319.4,1.07,,,
1747,463.87,328.1,1.07,,,
1748,451.66,319.4,1.07,,,
1749,451.66,319.4,1.07,,,
1750,439.45,310.8,1.07,,,
1751,476.07,336.7,1.07,,,
1752,451.66,319.4,1.07,,,
1753,439.45,310.8,1.07,,,
1754,463.87,328.1,1.07,,,
1755,451.66,319.4,1.07,,,
1756,451.66,319.4,1.07,,,
1757,451.66,319.4,1.07,,,
1758,451.66,319.4,1.07,,,
1759,476.07,336.7,1.07,,,
1760,463.87,328.1,1.07,,,
1761,476.07,336.7,1.07,,,
1762,463.87,328.1,1.07,,,
1763,488.28,345.3,1.07,,,
1764,439.45,310.8,1.07,,,
1765,451.66,319.4,1.07,,,
1766,451.66,319.4,1.07,,,
1767,451.66,319.4,1.07,,,
1768,451.66,319.4,1.07,,,
1769,463.87,328.1,1.07,,,
1770,463.87,328.1,1.07,,,
1771,451.66,319.4,1.07,,,
1772,451.66,319.4,1.07,,,
1773,463.87,328.1,1.07,,,
1774,463.87,328.1,1.07,,,
1775,451.66,319.4,1.07,,,
1776,463.87,328.1,1.07,,,
1777,463.87,328.1,1.07,,,
1778,451.66,319.4,1.07,,,
1779,463.87,328.1,1.07,,,
1780,463.87,328.1,1.07,,,
1781,476.07,336.7,1.07,,,
1782,451.66,319.4,1.07,,,
1783,451.66,319.4,1.07,,,
1784,451.66,319.4,1.07,,,
1785,451.66,319.4,1.07,,,
1786,463.87,328.1,1.07,,,
1787,451.66,319.4,1.07,,,
1788,451.66,319.4,1.07,,,
1789,451.66,319.4,1.07,,,
1790,476.07,336.7,1.07,,,
1791,439.45,310.8,1.07,,,
1792,439.45,310.8,1.07,,,
1793,439.45,310.8,1.07,,,
1794,451.66,319.4,1.07,,,
1795,451.66,319.4,1.07,,,
1796,439.45,310.8,1.07,,,
1797,439.45,310.8,1.07,,,
1798,451.66,319.4,1.07,,,
1799,439.45,310.8,1.07,,,
1800,439.45,310.8,1.07,,,
1801,451.66,319.4,1.07,,,
1802,439.45,310.8,1.07,,,
1803,439.45,310.8,1.07,,,
1804,451.66,319.4,1.07,,,
1805,451.66,319.4,1.07,,,
1806,439.45,310.8,1.07,,,
1807,451.66,319.4,1.07,,,
1808,463.87,328.1,1.07,,,
1809,451.66,319.4,1.07,,,
1810,439.45,310.8,1.07,,,
1811,439.45,310.8,1.07,,,
1812,451.66,319.4,1.07,,,
1813,463.87,328.1,1.07,,,
1814,451.66,319.4,1.07,,,
1815,451.66,319.4,1.07,,,
1816,451.66,319.4,1.07,,,
1817,451.66,319.4,1.07,,,
1818,463.87,328.1,1.07,,,
1819,476.07,336.7,1.07,,,
1820,488.28,345.3,1.07,,,
1821,500.49,354.0,1.07,,,
1822,512.7,362.6,1.07,,,
1823,451.66,319.4,1.07,,,
1824,439.45,310.8,1.07,,,
1825,439.45,310.8,1.07,,,
1826,451.66,319.4,1.07,,,
1827,476.07,336.7,1.07,,,
1828,463.87,328.1,1.07,,,
1829,451.66,319.4,1.07,,,
1830,439.45,310.8,1.07,,,
1831,439.45,310.8,1.07,,,
1832,463.87,328.1,1.07,,,
1833,451.66,319.4,1.07,,,
1834,463.87,328.1,1.07,,,
1835,488.28,345.3,1.07,,,
1836,439.45,310.8,1.07,,,
1837,427.25,302.2,1.07,,,
1838,451.66,319.4,1.07,,,
1839,451.66,319.4,1.07,,,
1840,439.45,310.8,1.07,,,
1841,439.45,310.8,1.07,,,
1842,451.66,319.4,1.07,,,
1843,451.66,319.4,1.07,,,
1844,451.66,319.4,1.07,,,
1845,463.87,328.1,1.07,,,
1846,476.07,336.7,1.07,,,
1847,439.45,310.8,1.07,,,
1848,451.66,319.4,1.07,,,
1849,463.87,328.1,1.07,,,
1850,439.45,310.8,1.07,,,
1851,463.87,328.1,1.07,,,
1852,451.66,319.4,1.07,,,
1853,451.66,319.4,1.07,,,
1854,451.66,319.4,1.07,,,
1855,439.45,310.8,1.07,,,
1856,451.66,319.4,1.07,,,
1857,463.87,328.1,1.07,,,
1858,439.45,310.8,1.07,,,
1859,439.45,310.8,1.07,,,
1860,439.45,310.8,1.07,,,
1861,451.66,319.4,1.07,,,
1862,451.66,319.4,1.07,,,
1863,439.45,310.8,1.07,,,
1864,476.07,336.7,1.07,,,
1865,439.45,310.8,1.07,,,
1866,439.45,310.8,1.07,,,
1867,451.66,319.4,1.07,,,
1868,463.87,328.1,1.07,,,
1869,439.45,310.8,1.07,,,
1870,463.87,328.1,1.07,,,
1871,463.87,328.1,1.07,,,
1872,451.66,319.4,1.07,,,
1873,463.87,328.1,1.07,,,
1874,451.66,319.4,1.07,,,
1875,463.87,328.1,1.07,,,
1876,463.87,328.1,1.07,,,
1877,463.87,328.1,1.07,,,
1878,451.66,319.4,1.07,,,
1879,451.66,319.4,1.07,,,
1880,451.66,319.4,1.07,,,
1881,439.45,310.8,1.07,,,
1882,451.66,319.4,1.07,,,
1883,451.66,319.4,1.07,,,
1884,451.66,319.4,1.07,,,
1885,451.66,319.4,1.07,,,
1886,451.66,319.4,1.07,,,
1887,463.87,328.1,1.07,,,
1888,451.66,319.4,1.07,,,
1889,451.66,319.4,1.07,,,
1890,439.45,310.8,1.07,,,
1891,451.66,319.4,1.07,,,
1892,451.66,319.4,1.07,,,
1893,451.66,319.4,1.07,,,
1894,451.66,319.4,1.07,,,
1895,476.07,336.7,1.07,,,
1896,463.87,328.1,1.07,,,
1897,463.87,328.1,1.07,,,
1898,439.45,310.8,1.07,,,
1899,439.45,310.8,1.07,,,
1900,439.45,310.8,1.07,,,
1901,451.66,319.4,1.07,,,
1902,427.25,302.2,1.07,,,
1903,488.28,345.3,1.07,,,
1904,439.45,310.8,1.07,,,
1905,451.66,319.4,1.07,,,
1906,488.28,345.3,1.07,,,
1907,463.87,328.1,1.07,,,
1908,451.66,319.4,1.07,,,
1909,463.87,328.1,1.07,,,
1910,451.66,319.4,1.07,,,
1911,476.07,336.7,1.07,,,
1912,439.45,310.8,1.07,,,
1913,463.87,328.1,1.07,,,
1914,463.87,328.1,1.07,,,
1915,476.07,336.7,1.07,,,
1916,463.87,328.1,1.07,,,
1917,439.45,310.8,1.07,,,
1918,463.87,328.1,1.07,,,
1919,439.45,310.8,1.07,,,
1920,439.45,310.8,1.07,,,
1921,439.45,310.8,1.07,,,
1922,463.87,328.1,1.07,,,
1923,451.66,319.4,1.07,,,
1924,463.87,328.1,1.07,,,
1925,451.66,319.4,1.07,,,
1926,451.66,319.4,1.07,,,
1927,451.66,319.4,1.07,,,
1928,439.45,310.8,1.07,,,
1929,451.66,319.4,1.07,,,
1930,451.66,319.4,1.07,,,
1931,463.87,328.1,1.07,,,
1932,439.45,310.8,1.07,,,
1933,439.45,310.8,1.07,,,
1934,439.45,310.8,1.07,,,
1935,463.87,328.1,1.07,,,
1936,451.66,319.4,1.07,,,
1937,451.66,319.4,1.07,,,
1938,451.66,319.4,1.07,,,
1939,439.45,310.8,1.07,,,
1940,439.45,310.8,1.07,,,
1941,439.45,310.8,1.07,,,
1942,451.66,319.4,1.07,,,
1943,451.66,319.4,1.07,,,
1944,451.66,319.4,1.07,,,
1945,451.66,319.4,1.07,,,
1946,439.45,310.8,1.07,,,
1947,463.87,328.1,1.07,,,
1948,463.87,328.1,1.07,,,
1949,439.45,310.8,1.07,,,
1950,427.25,302.2,1.07,,,
1951,451.66,319.4,1.07,,,
1952,439.45,310.8,1.07,,,
1953,439.45,310.8,1.07,,,
1954,427.25,302.2,1.07,,,
1955,463.87,328.1,1.07,,,
1956,439.45,310.8,1.07,,,
1957,476.07,336.7,1.07,,,
1958,439.45,310.8,1.07,,,
1959,439.45,310.8,1.07,,,
1960,439.45,310.8,1.07,,,
1961,439.45,310.8,1.07,,,
1962,439.45,310.8,1.07,,,
1963,439.45,310.8,1.07,,,
1964,439.45,310.8,1.07,,,
1965,439.45,310.8,1.07,,,
1966,463.87,328.1,1.07,,,
1967,439.45,310.8,1.07,,,
1968,439.45,310.8,1.07,,,
1969,451.66,319.4,1.07,,,
1970,439.45,310.8,1.07,,,
1971,451.66,319.4,1.07,,,
1972,439.45,310.8,1.07,,,
1973,439.45,310.8,1.07,,,
1974,451.66,319.4,1.07,,,
1975,451.66,319.4,1.07,,,
1976,451.66,319.4,1.07,,,
1977,451.66,319.4,1.07,,,
1978,451.66,319.4,1.07,,,
1979,451.66,319.4,1.07,,,
1980,439.45,310.8,1.07,,,
1981,439.45,310.8,1.07,,,
1982,451.66,319.4,1.07,,,
1983,463.87,328.1,1.07,,,
1984,463.87,328.1,1.07,,,
1985,439.45,310.8,1.07,,,
1986,451.66,319.4,1.07,,,
1987,451.66,319.4,1.07,,,
1988,451.66,319.4,1.07,,,
1989,439.45,310.8,1.07,,,
1990,476.07,336.7,1.07,,,
1991,451.66,319.4,1.07,,,
1992,439.45,310.8,1.07,,,
1993,439.45,310.8,1.07,,,
1994,427.25,302.2,1.07,,,
1995,439.45,310.8,1.07,,,
1996,451.66,319.4,1.07,,,
1997,439.45,310.8,1.07,,,
1998,439.45,310.8,1.07,,,
1999,463.87,328.1,1.07,,,
2000,451.66,319.4,1.07,,,
2001,451.66,319.4,1.07,,,
2002,463.87,328.1,1.07,,,
2003,463.87,328.1,1.07,,,
2004,451.66,319.4,1.07,,,
2005,451.66,319.4,1.07,,,
2006,451.66,319.4,1.07,,,
2007,451.66,319.4,1.07,,,
2008,463.87,328.1,1.07,,,
2009,463.87,328.1,1.07,,,
2010,439.45,310.8,1.07,,,
2011,451.66,319.4,1.07,,,
2012,476.07,336.7,1.07,,,
2013,500.49,354.0,1.07,,,
2014,463.87,328.1,1.07,,,
2015,463.87,328.1,1.07,,,
2016,451.66,319.4,1.07,,,
2017,439.45,310.8,1.07,,,
2018,439.45,310.8,1.07,,,
2019,451.66,319.4,1.07,,,
2020,439.45,310.8,1.07,,,
2021,463.87,328.1,1.07,,,
2022,463.87,328.1,1.07,,,
2023,463.87,328.1,1.07,,,
2024,439.45,310.8,1.07,,,
2025,439.45,310.8,1.07,,,
2026,439.45,310.8,1.07,,,
2027,451.66,319.4,1.07,,,
2028,451.66,319.4,1.07,,,
2029,463.87,328.1,1.07,,,
2030,451.66,319.4,1.07,,,
2031,427.25,302.2,1.07,,,
2032,439.45,310.8,1.07,,,
2033,439.45,310.8,1.07,,,
2034,439.45,310.8,1.07,,,
2035,439.45,310.8,1.07,,,
2036,439.45,310.8,1.07,,,
2037,463.87,328.1,1.07,,,
2038,451.66,319.4,1.07,,,
2039,451.66,319.4,1.07,,,
2040,439.45,310.8,1.07,,,
2041,451.66,319.4,1.07,,,
2042,451.66,319.4,1.07,,,
2043,451.66,319.4,1.07,,,
2044,451.66,319.4,1.07,,,
2045,463.87,328.1,1.07,,,
2046,439.45,310.8,1.07,,,
2047,463.87,328.1,1.07,,,
2048,439.45,310.8,1.07,,,
2049,451.66,319.4,1.07,,,
2050,439.45,310.8,1.07,,,
2051,463.87,328.1,1.07,,,
2052,439.45,310.8,1.07,,,
2053,476.07,336.7,1.07,,,
2054,463.87,328.1,1.07,,,
2055,451.66,319.4,1.07,,,
2056,451.66,319.4,1.07,,,
2057,451.66,319.4,1.07,,,
2058,439.45,310.8,1.07,,,
2059,439.45,310.8,1.07,,,
2060,439.45,310.8,1.07,,,
2061,451.66,319.4,1.07,,,
2062,451.66,319.4,1.07,,,
2063,451.66,319.4,1.07,,,
2064,451.66,319.4,1.07,,,
2065,451.66,319.4,1.07,,,
2066,463.87,328.1,1.07,,,
2067,451.66,319.4,1.07,,,
2068,451.66,319.4,1.07,,,
2069,451.66,319.4,1.07,,,
2070,463.87,328.1,1.07,,,
2071,451.66,319.4,1.07,,,
2072,451.66,319.4,1.07,,,
2073,451.66,319.4,1.07,,,
2074,439.45,310.8,1.07,,,
2075,427.25,302.2,1.07,,,
2076,439.45,310.8,1.07,,,
2077,463.87,328.1,1.07,,,
2078,439.45,310.8,1.07,,,
2079,451.66,319.4,1.07,,,
2080,463.87,328.1,1.07,,,
2081,463.87,328.1,1.07,,,
2082,439.45,310.8,1.07,,,
2083,451.66,319.4,1.07,,,
2084,463.87,328.1,1.07,,,
2085,451.66,319.4,1.07,,,
2086,451.66,319.4,1.07,,,
2087,451.66,319.4,1.07,,,
2088,451.66,319.4,1.07,,,
2089,439.45,310.8,1.07,,,
2090,451.66,319.4,1.07,,,
2091,451.66,319.4,1.07,,,
2092,439.45,310.8,1.07,,,
2093,451.66,319.4,1.07,,,
2094,451.66,319.4,1.07,,,
2095,439.45,310.8,1.07,,,
2096,463.87,328.1,1.07,,,
2097,439.45,310.8,1.07,,,
2098,451.66,319.4,1.07,,,
2099,463.87,328.1,1.07,,,
2100,451.66,319.4,1.07,,,
2101,439.45,310.8,1.07,,,
2102,439.45,310.8,1.07,,,
2103,439.45,310.8,1.07,,,
2104,463.87,328.1,1.07,,,
2105,451.66,319.4,1.07,,,
2106,451.66,319.4,1.07,,,
2107,451.66,319.4,1.07,,,
2108,463.87,328.1,1.07,,,
2109,427.25,302.2,1.07,,,
2110,463.87,328.1,1.07,,,
2111,476.07,336.7,1.07,,,
2112,463.87,328.1,1.07,,,
2113,476.07,336.7,1.07,,,
2114,439.45,310.8,1.07,,,
2115,476.07,336.7,1.07,,,
2116,463.87,328.1,1.07,,,
2117,463.87,328.1,1.07,,,
2118,451.66,319.4,1.07,,,
2119,427.25,302.2,1.07,,,
2120,463.87,328.1,1.07,,,
2121,451.66,319.4,1.07,,,
2122,439.45,310.8,1.07,,,
2123,451.66,319.4,1.07,,,
2124,463.87,328.1,1.07,,,
2125,451.66,319.4,1.07,,,
2126,451.66,319.4,1.07,,,
2127,463.87,328.1,1.07,,,
2128,463.87,328.1,1.07,,,
2129,463.87,328.1,1.07,,,
2130,451.66,319.4,1.07,,,
2131,463.87,328.1,1.07,,,
2132,463.87,328.1,1.07,,,
2133,451.66,319.4,1.07,,,
2134,439.45,310.8,1.07,,,
2135,463.87,328.1,1.07,,,
2136,439.45,310.8,1.07,,,
2137,451.66,319.4,1.07,,,
2138,439.45,310.8,1.07,,,
2139,439.45,310.8,1.07,,,
2140,451.66,319.4,1.07,,,
2141,427.25,302.2,1.07,,,
2142,439.45,310.8,1.07,,,
2143,427.25,302.2,1.07,,,
2144,427.25,302.2,1.07,,,
2145,439.45,310.8,1.07,,,
2146,439.45,310.8,1.07,,,
2147,439.45,310.8,1.07,,,
2148,439.45,310.8,1.07,,,
2149,439.45,310.8,1.07,,,
2150,427.25,302.2,1.07,,,
2151,439.45,310.8,1.07,,,
2152,463.87,328.1,1.07,,,
2153,439.45,310.8,1.07,,,
2154,476.07,336.7,1.07,,,
2155,451.66,319.4,1.07,,,
2156,451.66,319.4,1.07,,,
2157,463.87,328.1,1.07,,,
2158,463.87,328.1,1.07,,,
2159,451.66,319.4,1.07,,,
2160,476.07,336.7,1.07,,,
2161,451.66,319.4,1.07,,,
2162,451.66,319.4,1.07,,,
2163,439.45,310.8,1.07,,,
2164,439.45,310.8,1.07,,,
2165,463.87,328.1,1.07,,,
2166,439.45,310.8,1.07,,,
2167,439.45,310.8,1.07,,,
2168,451.66,319.4,1.07,,,
2169,488.28,345.3,1.07,,,
2170,451.66,319.4,1.07,,,
2171,451.66,319.4,1.07,,,
2172,439.45,310.8,1.07,,,
2173,463.87,328.1,1.07,,,
2174,451.66,319.4,1.07,,,
2175,463.87,328.1,1.07,,,
2176,451.66,319.4,1.07,,,
2177,439.45,310.8,1.07,,,
2178,439.45,310.8,1.07,,,
2179,463.87,328.1,1.07,,,
2180,439.45,310.8,1.07,,,
2181,451.66,319.4,1.07,,,
2182,439.45,310.8,1.07,,,
2183,488.28,345.3,1.07,,,
2184,463.87,328.1,1.07,,,
2185,451.66,319.4,1.07,,,
2186,451.66,319.4,1.07,,,
2187,451.66,319.4,1.07,,,
2188,451.66,319.4,1.07,,,
2189,439.45,310.8,1.07,,,
2190,463.87,328.1,1.07,,,
2191,451.66,319.4,1.07,,,
2192,451.66,319.4,1.07,,,
2193,451.66,319.4,1.07,,,
2194,451.66,319.4,1.07,,,
2195,451.66,319.4,1.07,,,
2196,439.45,310.8,1.07,,,
2197,451.66,319.4,1.07,,,
2198,451.66,319.4,1.07,,,
2199,439.45,310.8,1.07,,,
2200,463.87,328.1,1.07,,,
2201,451.66,319.4,1.07,,,
2202,451.66,319.4,1.07,,,
2203,451.66,319.4,1.07,,,
2204,451.66,319.4,1.07,,,
2205,451.66,319.4,1.07,,,
2206,451.66,319.4,1.07,,,
2207,451.66,319.4,1.07,,,
2208,451.66,319.4,1.07,,,
2209,451.66,319.4,1.07,,,
2210,463.87,328.1,1.07,,,
2211,439.45,310.8,1.07,,,
2212,451.66,319.4,1.07,,,
2213,463.87,328.1,1.07,,,
2214,451.66,319.4,1.07,,,
2215,463.87,328.1,1.07,,,
2216,451.66,319.4,1.07,,,
2217,476.07,336.7,1.07,,,
2218,463.87,328.1,1.07,,,
2219,476.07,336.7,1.07,,,
2220,463.87,328.1,1.07,,,
2221,463.87,328.1,1.07,,,
2222,451.66,319.4,1.07,,,
2223,451.66,319.4,1.07,,,
2224,463.87,328.1,1.07,,,
2225,463.87,328.1,1.07,,,
2226,439.45,310.8,1.07,,,
2227,451.66,319.4,1.07,,,
2228,439.45,310.8,1.07,,,
2229,488.28,345.3,1.07,,,
2230,451.66,319.4,1.07,,,
2231,476.07,336.7,1.07,,,
2232,463.87,328.1,1.07,,,
2233,451.66,319.4,1.07,,,
2234,463.87,328.1,1.07,,,
2235,463.87,328.1,1.07,,,
2236,463.87,328.1,1.07,,,
2237,463.87,328.1,1.07,,,
2238,476.07,336.7,1.07,,,
2239,463.87,328.1,1.07,,,
2240,476.07,336.7,1.07,,,
2241,463.87,328.1,1.07,,,
2242,463.87,328.1,1.07,,,
2243,476.07,336.7,1.07,,,
2244,451.66,319.4,1.07,,,
2245,488.28,345.3,1.07,,,
2246,451.66,319.4,1.07,,,
2247,451.66,319.4,1.06,,,
2248,451.66,319.4,1.07,,,
2249,451.66,319.4,1.07,,,
2250,463.87,328.1,1.07,,,
2251,463.87,328.1,1.07,,,
2252,451.66,319.4,1.07,,,
2253,451.66,319.4,1.07,,,
2254,451.66,319.4,1.07,,,
2255,476.07,336.7,1.07,,,
2256,463.87,328.1,1.07,,,
2257,463.87,328.1,1.07,,,
2258,463.87,328.1,1.07,,,
2259,463.87,328.1,1.07,,,
2260,463.87,328.1,1.07,,,
2261,451.66,319.4,1.07,,,
2262,476.07,336.7,1.07,,,
2263,476.07,336.7,1.07,,,
2264,463.87,328.1,1.07,,,
2265,476.07,336.7,1.07,,,
2266,451.66,319.4,1.07,,,
2267,488.28,345.3,1.07,,,
2268,463.87,328.1,1.07,,,
2269,439.45,310.8,1.07,,,
2270,463.87,328.1,1.07,,,
2271,451.66,319.4,1.07,,,
2272,463.87,328.1,1.07,,,
2273,439.45,310.8,1.07,,,
2274,463.87,328.1,1.07,,,
2275,451.66,319.4,1.07,,,
2276,451.66,319.4,1.07,,,
2277,463.87,328.1,1.07,,,
2278,451.66,319.4,1.07,,,
2279,488.28,345.3,1.07,,,
2280,463.87,328.1,1.07,,,
2281,463.87,328.1,1.07,,,
2282,451.66,319.4,1.07,,,
2283,476.07,336.7,1.07,,,
2284,463.87,328.1,1.07,,,
2285,451.66,319.4,1.07,,,
2286,476.07,336.7,1.07,,,
2287,451.66,319.4,1.07,,,
2288,463.87,328.1,1.07,,,
2289,451.66,319.4,1.07,,,
2290,451.66,319.4,1.07,,,
2291,451.66,319.4,1.07,,,
2292,476.07,336.7,1.07,,,
2293,463.87,328.1,1.07,,,
2294,439.45,310.8,1.07,,,
2295,439.45,310.8,1.07,,,
2296,451.66,319.4,1.07,,,
2297,463.87,328.1,1.07,,,
2298,439.45,310.8,1.07,,,
2299,439.45,310.8,1.07,,,
2300,439.45,310.8,1.07,,,
2301,451.66,319.4,1.07,,,
2302,439.45,310.8,1.07,,,
2303,439.45,310.8,1.07,,,
2304,451.66,319.4,1.07,,,
2305,451.66,319.4,1.07,,,
2306,439.45,310.8,1.07,,,
2307,427.25,302.2,1.07,,,
2308,463.87,328.1,1.07,,,
2309,451.66,319.4,1.07,,,
2310,439.45,310.8,1.07,,,
2311,463.87,328.1,1.07,,,
2312,451.66,319.4,1.07,,,
2313,463.87,328.1,1.07,,,
2314,451.66,319.4,1.07,,,
2315,439.45,310.8,1.07,,,
2316,463.87,328.1,1.07,,,
2317,463.87,328.1,1.07,,,
2318,439.45,310.8,1.07,,,
2319,463.87,328.1,1.07,,,
2320,451.66,319.4,1.07,,,
2321,439.45,310.8,1.07,,,
2322,439.45,310.8,1.07,,,
2323,476.07,336.7,1.07,,,
2324,463.87,328.1,1.07,,,
2325,439.45,310.8,1.07,,,
